year,state,ObesityPercent,NoLeisureActivityPercent
2011,Alabama,27.03,10.85
2011,Alabama,33.94,44.77
2012,Alabama,44.49,12.02
2011,Alabama,42.96,24.79
2012,Alabama,42.62,16.04
2012,Alabama,30.69,30.84
2011,Alabama,42.03,41.1
2012,Alabama,20.96,36.08
2011,Alabama,27.85,43.13
2012,Alabama,41.29,35.45
2011,Alabama,42.0,41.51
2012,Alabama,33.49,28.26
2012,Alabama,25.94,31.62
2012,Alabama,43.2,38.77
2011,Alabama,25.07,24.54
2011,Alabama,21.63,20.57
2011,Alabama,24.06,34.12
2011,Alabama,37.86,11.22
2012,Alabama,44.39,34.18
2011,Alabama,32.23,32.5
2012,Alabama,38.04,48.42
2011,Alabama,44.68,41.27
2012,Alabama,26.75,26.46
2012,Alabama,24.45,43.92
2012,Alabama,44.85,19.72
2012,Alabama,31.76,46.17
2011,Alabama,42.22,15.1
2011,Alabama,20.93,45.38
2011,Alabama,30.8,43.27
2011,Alabama,38.26,41.14
2012,Alabama,20.98,45.13
2012,Alabama,40.13,34.96
2011,Alabama,32.17,30.03
2012,Alabama,26.64,24.12
2011,Alabama,35.89,45.47
2011,Alabama,25.36,12.0
2011,Alabama,32.15,34.57
2011,Alabama,27.47,23.57
2011,Alabama,34.7,41.21
2011,Alabama,24.43,31.05
2012,Alabama,37.11,39.75
2012,Alabama,37.68,41.21
2012,Alabama,39.35,44.07
2011,Alabama,33.0,44.04
2012,Alabama,42.59,34.15
2012,Alabama,21.86,28.02
2011,Alabama,31.64,37.76
2012,Alabama,37.75,42.98
2012,Alabama,34.89,41.93
2011,Alabama,21.76,11.91
2012,Alabama,26.29,37.61
2012,Alabama,33.56,42.2
2011,Alabama,32.64,39.65
2011,Alabama,27.78,10.77
2011,Alabama,30.92,11.91
2012,Alabama,43.38,42.61
2012,Alabama,33.86,20.06
2011,Alabama,35.86,23.63
2012,Alabama,29.61,17.32
2011,Alabama,39.32,37.05
2012,Alabama,26.77,20.43
2011,Alabama,42.72,31.45
2011,Alabama,39.61,30.94
2011,Alabama,40.95,47.86
2011,Alabama,38.13,19.57
2012,Alabama,21.98,29.79
2012,Alabama,39.64,19.72
2012,Alabama,34.4,39.49
2012,Alabama,24.28,40.69
2012,Alabama,37.67,11.01
2012,Alabama,27.71,15.81
2012,Alabama,30.16,22.1
2011,Alabama,36.43,47.87
2012,Alabama,37.53,19.58
2012,Alabama,32.96,19.81
2011,Alabama,21.68,11.82
2012,Alabama,37.84,25.39
2012,Alabama,21.44,25.95
2011,Alabama,27.93,18.58
2011,Alabama,34.66,12.39
2012,Alabama,32.76,36.38
2012,Alabama,29.11,38.71
2012,Alabama,37.94,19.69
2011,Alabama,21.57,20.46
2011,Alabama,29.54,15.8
2011,Alabama,41.19,27.75
2012,Alabama,32.6,13.53
2012,Alabama,42.02,35.05
2011,Alabama,33.94,40.32
2012,Alabama,24.06,34.49
2011,Alabama,24.28,25.13
2012,Alabama,38.62,11.48
2012,Alabama,38.05,47.3
2012,Alabama,40.03,22.8
2011,Alabama,35.21,36.62
2011,Alabama,30.93,47.15
2012,Alabama,39.63,21.28
2011,Alabama,36.59,10.65
2012,Alabama,43.89,10.04
2011,Alabama,42.4,32.53
2012,Alabama,28.99,12.36
2012,Alabama,42.25,48.94
2012,Alabama,22.96,11.86
2012,Alabama,41.3,19.17
2012,Alabama,22.62,20.04
2012,Alabama,35.58,23.02
2011,Alabama,30.09,35.51
2011,Alabama,42.91,25.34
2012,Alabama,32.32,23.18
2011,Alabama,25.5,31.94
2012,Alabama,41.8,24.68
2012,Alabama,31.7,11.95
2012,Alabama,40.79,10.84
2011,Alabama,33.47,21.48
2012,Alabama,23.33,16.75
2011,Alabama,23.18,18.85
2012,Alabama,33.25,32.57
2011,Alabama,20.73,38.84
2011,Alabama,43.08,16.76
2012,Alabama,33.77,35.46
2011,Alabama,37.73,19.6
2012,Alabama,25.04,20.19
2012,Alabama,38.49,34.75
2011,Alabama,32.69,46.03
2012,Alabama,31.07,35.75
2011,Alabama,41.26,40.22
2011,Alabama,34.94,39.24
2012,Alabama,33.12,41.82
2011,Alabama,29.13,41.49
2011,Alabama,29.28,13.19
2012,Alabama,38.81,44.6
2012,Alabama,22.65,42.23
2011,Alabama,26.34,24.4
2012,Alabama,43.28,26.86
2012,Alabama,33.0,16.86
2012,Alabama,31.2,23.07
2011,Alabama,35.61,47.58
2012,Alabama,36.1,47.66
2011,Alabama,20.51,32.33
2011,Alabama,21.77,10.19
2012,Alabama,30.82,39.82
2012,Alabama,36.64,14.54
2011,Alabama,25.45,47.53
2011,Alabama,32.88,12.48
2012,Alabama,35.57,14.1
2012,Alabama,21.4,25.32
2012,Alabama,41.23,36.12
2012,Alabama,30.21,29.88
2012,Alabama,43.42,27.78
2011,Alabama,42.01,25.07
2011,Alabama,30.99,29.26
2012,Alabama,23.16,14.78
2012,Alabama,39.21,40.13
2012,Alabama,37.0,49.36
2012,Alabama,38.72,36.99
2012,Alabama,32.85,13.88
2012,Alabama,20.52,34.12
2012,Alabama,39.7,27.76
2012,Alabama,41.26,49.93
2012,Alabama,41.03,27.11
2011,Alabama,20.42,34.31
2011,Alabama,39.11,32.71
2011,Alabama,44.6,11.41
2011,Alabama,22.34,24.94
2011,Alabama,20.9,26.5
2012,Alabama,42.6,14.16
2011,Alabama,42.29,35.84
2011,Alabama,44.69,43.09
2012,Alabama,41.23,29.53
2011,Alabama,33.9,42.65
2012,Alabama,40.25,29.37
2011,Alabama,22.9,43.31
2012,Alabama,24.58,17.44
2012,Alabama,37.56,33.36
2012,Alabama,40.63,23.35
2011,Alabama,41.27,44.44
2011,Alabama,26.94,27.18
2011,Alabama,23.33,36.34
2011,Alabama,26.05,47.41
2012,Alabama,44.32,24.24
2012,Alabama,35.44,37.37
2011,Alabama,20.01,46.32
2011,Alabama,40.31,33.4
2012,Alabama,30.23,41.68
2012,Alabama,22.16,37.21
2012,Alabama,25.83,13.79
2012,Alabama,25.04,33.74
2012,Alabama,29.92,46.72
2011,Alabama,20.09,13.47
2012,Alabama,39.72,13.45
2011,Alabama,33.83,28.83
2011,Alabama,34.68,49.31
2012,Alabama,30.6,39.37
2011,Alabama,21.41,12.67
2011,Alabama,20.34,13.74
2012,Alabama,42.93,45.47
2012,Alabama,23.44,37.75
2012,Alabama,33.38,34.41
2012,Alabama,27.07,14.56
2011,Alabama,35.53,22.95
2012,Alabama,44.09,30.49
2012,Alabama,33.93,46.33
2011,Alabama,28.45,48.99
2011,Alabama,24.66,16.07
2012,Alabama,31.46,49.71
2012,Alabama,29.85,24.1
2011,Alabama,23.6,38.16
2011,Alabama,26.63,11.86
2012,Alabama,20.96,18.62
2011,Alabama,44.3,40.97
2012,Alabama,34.16,41.73
2012,Alabama,42.73,10.09
2012,Alabama,35.58,24.69
2012,Alabama,36.25,11.19
2011,Alabama,24.1,36.15
2011,Alabama,20.02,35.05
2011,Alabama,28.86,36.82
2012,Alabama,40.45,27.28
2012,Alabama,27.05,11.69
2012,Alabama,20.3,11.2
2011,Alabama,23.92,10.28
2012,Alabama,41.22,25.37
2012,Alabama,35.03,46.28
2012,Alabama,23.26,18.95
2012,Alabama,22.38,46.76
2011,Alabama,31.44,30.18
2011,Alabama,24.6,24.31
2011,Alabama,38.85,21.98
2011,Alabama,36.12,45.75
2012,Alabama,41.05,30.73
2011,Alabama,30.44,13.35
2011,Alabama,28.42,11.1
2011,Alabama,26.03,13.52
2012,Alabama,32.65,41.45
2011,Alabama,39.84,18.53
2011,Alabama,21.13,17.37
2012,Alabama,24.29,13.68
2011,Alabama,42.35,15.35
2011,Alabama,27.47,38.15
2012,Alabama,30.81,45.75
2011,Alabama,42.22,20.23
2011,Alabama,34.91,42.81
2011,Alabama,44.6,49.36
2012,Alabama,25.13,46.28
2012,Alabama,44.07,20.17
2012,Alabama,22.95,16.98
2011,Alabama,31.89,10.26
2012,Alabama,41.45,36.6
2011,Alabama,41.85,32.13
2011,Alabama,25.78,33.05
2012,Alabama,34.37,45.5
2012,Alabama,38.61,33.6
2012,Alabama,22.12,16.16
2012,Alabama,20.53,26.21
2011,Alabama,44.91,44.27
2011,Alabama,31.54,47.78
2012,Alabama,39.25,46.17
2011,Alabama,39.04,21.12
2012,Alabama,42.45,48.01
2011,Alabama,26.13,30.74
2012,Alabama,28.66,26.8
2011,Alabama,43.08,38.06
2011,Alabama,27.8,39.29
2011,Alabama,30.44,26.98
2011,Alabama,34.35,12.22
2012,Alabama,39.68,25.88
2011,Alabama,31.57,44.87
2011,Alabama,21.15,39.61
2011,Alabama,32.27,48.46
2011,Alabama,42.51,22.16
2012,Alabama,25.0,14.33
2012,Alabama,36.52,39.99
2012,Alabama,29.73,36.74
2011,Alabama,23.65,42.06
2012,Alabama,24.96,26.49
2012,Alabama,26.56,42.44
2011,Alabama,30.09,37.82
2011,Alabama,29.86,38.62
2012,Alabama,24.99,18.33
2012,Alabama,40.02,40.0
2011,Alabama,30.97,20.48
2012,Alabama,30.04,19.48
2011,Alabama,29.8,14.16
2012,Alabama,31.54,33.46
2011,Alabama,23.9,37.8
2012,Alabama,20.64,10.66
2011,Alabama,23.15,21.1
2011,Alabama,32.03,27.26
2011,Alabama,25.11,40.5
2011,Alabama,21.62,36.38
2011,Alabama,43.38,47.85
2012,Alabama,33.78,41.9
2012,Alabama,33.54,27.46
2011,Alabama,38.85,44.4
2011,Alabama,37.12,22.59
2012,Alabama,25.7,33.77
2012,Alabama,27.19,29.17
2011,Alabama,26.04,14.42
2011,Alabama,24.55,41.42
2011,Alabama,39.07,49.03
2011,Alabama,33.5,10.43
2012,Alabama,31.89,46.95
2011,Alabama,32.0,18.22
2012,Alabama,32.31,34.73
2012,Alabama,22.9,40.3
2011,Alabama,28.0,33.11
2011,Alabama,37.21,14.85
2011,Alabama,39.12,22.8
2012,Alabama,23.86,23.26
2011,Alabama,43.4,24.59
2012,Alabama,32.48,28.68
2012,Alabama,34.57,17.93
2011,Alabama,42.2,39.54
2011,Alabama,32.85,33.2
2012,Alabama,40.71,11.69
2011,Alabama,31.22,41.54
2012,Alabama,28.4,27.88
2012,Alabama,41.67,18.88
2012,Alabama,23.6,33.6
2011,Alabama,31.67,37.54
2011,Alabama,43.84,41.05
2011,Alabama,25.64,20.57
2012,Alabama,27.2,13.26
2012,Alabama,24.47,25.81
2011,Alabama,27.84,33.93
2011,Alabama,35.9,11.36
2012,Alabama,30.34,24.47
2011,Alabama,20.05,32.61
2012,Alabama,22.3,23.61
2011,Alabama,35.55,38.82
2011,Alabama,32.99,35.39
2011,Alabama,34.58,17.79
2012,Alabama,20.6,31.7
2012,Alabama,42.62,31.63
2011,Alabama,30.71,11.62
2012,Alabama,32.07,30.48
2012,Alabama,24.07,47.47
2011,Alabama,44.89,48.76
2011,Alabama,36.04,22.83
2011,Alabama,22.62,46.38
2012,Alabama,26.07,13.37
2011,Alabama,28.43,20.76
2012,Alabama,23.26,16.62
2012,Alabama,22.83,11.18
2011,Alabama,43.31,33.66
2011,Alabama,36.27,27.05
2011,Alabama,27.87,23.66
2012,Alabama,21.34,29.31
2012,Alabama,43.69,26.0
2011,Alabama,20.59,47.1
2011,Alabama,20.13,17.48
2012,Alabama,35.13,41.43
2011,Alabama,38.19,44.46
2011,Alabama,44.37,12.2
2012,Alabama,42.54,44.47
2011,Alabama,42.68,19.52
2012,Alabama,31.87,12.8
2012,Alabama,33.57,40.45
2011,Alabama,24.76,18.07
2011,Alabama,35.17,31.51
2011,Alabama,38.57,25.45
2011,Alabama,30.24,15.49
2012,Alabama,25.33,21.86
2011,Alabama,23.51,29.89
2011,Alabama,37.14,30.86
2012,Alabama,30.7,24.42
2012,Alabama,28.92,27.48
2011,Alabama,41.94,40.96
2011,Alabama,30.35,25.2
2011,Alabama,24.43,42.68
2012,Alabama,29.23,13.63
2012,Alabama,27.04,40.17
2012,Alabama,34.68,30.83
2011,Alabama,25.83,10.52
2011,Alabama,32.64,13.07
2011,Alabama,27.68,29.59
2012,Alabama,35.31,34.29
2012,Alabama,41.47,49.04
2012,Alabama,27.01,23.6
2011,Alabama,38.25,15.21
2011,Alabama,37.38,41.78
2012,Alabama,38.74,26.13
2012,Alabama,43.64,14.23
2012,Alabama,44.35,44.25
2011,Alabama,44.49,40.25
2011,Alabama,20.26,27.53
2012,Alabama,26.16,13.85
2011,Alabama,28.67,35.1
2011,Alabama,21.39,46.11
2012,Alabama,39.79,38.96
2011,Alabama,42.52,39.14
2012,Alabama,33.07,12.53
2011,Alabama,36.47,25.21
2012,Alabama,39.84,29.4
2011,Alabama,30.72,48.16
2012,Alabama,24.24,42.4
2012,Alabama,26.66,29.9
2012,Alabama,23.72,25.87
2011,Alabama,31.98,31.16
2012,Alabama,20.87,14.3
2011,Alabama,39.79,29.63
2011,Alabama,30.03,24.69
2011,Alabama,24.87,48.92
2011,Alabama,33.62,20.47
2012,Alabama,20.42,17.44
2012,Alabama,40.92,29.0
2011,Alabama,37.46,29.57
2012,Alabama,41.41,26.66
2011,Alabama,44.03,13.47
2011,Alabama,39.84,10.05
2011,Alabama,21.84,29.35
2012,Alabama,37.8,40.77
2012,Alabama,27.06,20.36
2011,Alabama,29.32,27.71
2012,Alabama,31.67,40.19
2011,Alabama,31.29,30.8
2012,Alabama,22.88,37.21
2012,Alabama,43.89,46.33
2011,Alabama,31.47,34.67
2011,Alabama,36.27,24.49
2011,Alabama,41.99,31.53
2011,Alabama,22.41,43.13
2011,Alabama,33.75,21.66
2011,Alabama,23.46,36.15
2012,Alabama,31.18,34.12
2011,Alabama,34.27,10.9
2011,Alabama,39.49,41.07
2011,Alabama,35.37,21.54
2011,Alabama,36.1,39.69
2012,Alabama,26.68,31.93
2011,Alabama,40.62,34.36
2011,Alabama,28.31,43.69
2011,Alabama,44.45,36.69
2011,Alabama,20.9,22.53
2012,Alabama,34.09,10.51
2012,Alabama,40.56,41.35
2012,Alabama,31.28,20.12
2011,Alabama,20.56,27.47
2012,Alabama,25.98,24.11
2011,Alabama,39.91,27.41
2011,Alabama,26.99,20.76
2012,Alabama,28.67,44.34
2011,Alabama,41.62,35.61
2011,Alabama,31.31,35.65
2012,Alabama,42.76,32.57
2012,Alabama,32.08,17.35
2012,Alabama,40.0,18.63
2012,Alabama,39.85,31.48
2012,Alabama,36.28,41.26
2012,Alabama,32.65,13.27
2011,Alabama,40.61,12.93
2012,Alabama,25.26,14.07
2011,Alabama,43.08,43.59
2012,Alabama,30.8,27.95
2011,Alabama,33.07,27.82
2012,Alabama,24.15,11.38
2011,Alabama,39.71,35.71
2012,Alabama,33.96,36.96
2012,Alabama,42.98,47.38
2011,Alabama,40.09,44.13
2011,Alabama,34.48,40.0
2012,Alabama,33.07,14.25
2012,Alabama,29.26,34.3
2011,Alabama,25.62,44.23
2011,Alabama,35.28,18.37
2012,Alabama,44.45,28.34
2011,Alabama,25.2,15.75
2012,Alabama,29.35,27.28
2011,Alabama,31.26,13.41
2011,Alabama,21.32,17.3
2011,Alabama,27.54,28.16
2012,Alabama,31.46,13.77
2011,Alabama,25.95,15.32
2011,Alabama,42.91,24.49
2012,Alabama,37.58,19.82
2012,Alabama,34.58,38.57
2012,Alabama,26.77,15.35
2011,Alabama,39.27,11.74
2011,Alabama,28.69,28.73
2012,Alabama,27.63,19.39
2012,Alabama,28.46,25.7
2012,Alabama,20.08,40.01
2012,Alabama,33.96,41.48
2011,Alabama,25.39,15.69
2012,Alabama,32.53,16.15
2012,Alabama,43.45,39.44
2011,Alabama,44.23,19.61
2011,Alabama,40.61,47.18
2012,Alabama,20.39,44.95
2011,Alabama,24.42,43.34
2012,Alabama,35.52,35.0
2011,Alabama,32.52,46.57
2011,Alabama,23.81,41.72
2011,Alabama,36.41,40.45
2011,Alabama,37.64,37.6
2011,Alabama,37.85,26.95
2012,Alabama,23.07,17.3
2012,Alabama,23.05,44.08
2012,Alabama,43.14,20.38
2012,Alabama,32.07,34.84
2011,Alabama,25.72,36.83
2012,Alabama,42.83,26.17
2012,Alabama,28.4,28.1
2012,Alabama,26.02,15.74
2011,Alabama,29.01,43.71
2012,Alabama,39.41,17.32
2011,Alabama,34.26,30.98
2011,Alabama,21.46,34.11
2011,Alabama,25.94,22.76
2012,Alabama,44.97,33.24
2011,Alabama,41.85,38.44
2011,Alabama,25.43,24.85
2011,Alabama,36.89,44.04
2012,Alabama,25.69,10.69
2011,Alabama,31.78,11.96
2011,Alabama,44.1,45.99
2011,Alabama,20.68,38.83
2011,Alabama,28.81,21.06
2012,Alabama,26.0,44.04
2011,Alabama,41.19,34.65
2011,Alabama,43.3,25.29
2011,Alabama,42.1,28.97
2011,Alabama,25.0,10.68
2011,Alabama,40.66,18.47
2011,Alabama,26.93,24.66
2012,Alabama,22.27,41.02
2012,Alabama,27.47,41.95
2011,Alabama,36.04,31.5
2012,Alabama,39.84,13.14
2011,Alabama,25.29,44.75
2011,Alabama,44.13,47.91
2011,Alabama,37.66,34.81
2012,Alabama,21.72,26.74
2011,Alabama,26.1,36.7
2012,Alabama,25.52,12.43
2011,Alabama,32.87,34.85
2012,Alabama,42.85,49.25
2011,Alabama,29.54,19.13
2012,Alabama,43.76,11.52
2011,Alabama,20.91,18.24
2012,Alabama,22.36,25.29
2011,Alabama,42.16,44.24
2011,Alabama,26.13,37.38
2012,Alabama,20.84,33.3
2011,Alabama,37.19,31.57
2011,Alabama,25.44,31.99
2011,Alabama,36.46,38.57
2012,Alabama,24.64,30.91
2011,Alabama,28.59,16.24
2011,Alabama,40.13,33.45
2012,Alabama,31.03,13.37
2012,Alabama,34.99,22.5
2012,Alabama,23.95,46.82
2011,Alabama,29.03,12.36
2011,Alabama,36.13,40.64
2012,Alabama,20.94,23.74
2012,Alabama,38.46,42.51
2011,Alabama,20.6,38.35
2011,Alabama,38.73,41.49
2012,Alabama,30.87,46.27
2011,Alabama,23.01,27.27
2012,Alabama,37.11,21.87
2011,Alabama,42.14,32.18
2011,Alabama,41.31,29.25
2011,Alabama,37.11,22.55
2011,Alabama,29.87,22.24
2011,Alabama,29.47,28.7
2011,Alabama,36.0,48.57
2012,Alabama,34.4,39.02
2011,Alabama,22.7,47.93
2012,Alabama,35.88,16.12
2011,Alabama,43.28,48.13
2012,Alabama,28.09,38.37
2012,Alabama,27.43,44.68
2012,Alabama,34.8,14.52
2012,Alabama,40.2,34.77
2012,Alabama,39.05,44.16
2011,Alabama,28.21,33.49
2012,Alabama,42.54,38.74
2011,Alabama,29.52,33.38
2011,Alabama,20.96,24.36
2012,Alabama,23.36,31.06
2012,Alabama,44.43,27.02
2011,Alabama,20.2,13.55
2011,Alabama,44.86,40.79
2011,Alabama,20.23,46.94
2012,Alabama,25.85,42.67
2012,Alabama,41.23,29.54
2012,Alabama,43.37,37.86
2011,Alabama,27.7,49.23
2012,Alabama,27.15,46.4
2012,Alabama,23.41,42.5
2011,Alabama,22.33,10.81
2011,Alabama,29.48,30.46
2012,Alabama,26.21,43.46
2011,Alabama,25.36,19.6
2011,Alabama,32.62,33.64
2011,Alabama,43.33,23.54
2012,Alabama,38.19,30.93
2012,Alabama,43.45,10.84
2011,Alabama,39.64,36.68
2012,Alabama,36.78,21.95
2011,Alabama,41.03,43.91
2012,Alabama,25.77,20.83
2012,Alabama,29.85,18.93
2012,Alabama,40.52,29.9
2012,Alabama,30.26,27.18
2011,Alabama,37.83,18.72
2012,Alabama,20.7,38.58
2012,Alabama,33.29,43.59
2011,Alabama,23.96,11.32
2011,Alabama,42.74,18.17
2012,Alabama,23.48,37.52
2012,Alabama,23.04,21.02
2011,Alabama,43.11,47.83
2011,Alabama,43.79,38.55
2012,Alabama,31.69,23.23
2011,Alabama,21.77,42.04
2012,Alabama,25.09,24.83
2012,Alabama,30.19,34.46
2012,Alabama,42.3,31.2
2012,Alabama,43.46,31.39
2012,Alabama,28.79,28.62
2011,Alabama,33.57,35.24
2011,Alabama,28.5,21.05
2012,Alabama,28.97,12.4
2011,Alabama,28.92,29.11
2012,Alabama,40.13,35.72
2011,Alabama,24.98,14.67
2011,Alabama,44.46,45.12
2012,Alabama,36.64,34.26
2012,Alabama,27.12,19.37
2012,Alabama,40.39,49.92
2012,Alabama,24.35,27.54
2011,Alabama,27.95,34.52
2012,Alabama,29.39,31.51
2011,Alabama,39.55,22.35
2012,Alabama,44.77,16.43
2012,Alabama,41.23,17.13
2012,Alabama,35.91,11.96
2012,Alabama,35.48,16.9
2012,Alabama,32.8,35.99
2011,Alabama,33.61,15.2
2011,Alabama,32.57,30.81
2011,Alabama,34.41,40.13
2012,Alabama,36.66,39.45
2012,Alabama,37.31,30.22
2011,Alabama,41.55,31.63
2011,Alabama,30.03,44.26
2011,Alabama,35.16,31.16
2011,Alabama,37.6,21.38
2012,Alabama,35.44,24.65
2012,Alabama,24.18,42.12
2011,Alabama,26.48,48.17
2012,Alabama,28.57,35.04
2012,Alabama,34.31,31.7
2012,Alabama,24.4,26.65
2011,Alabama,38.66,15.77
2011,Alabama,32.82,19.75
2011,Alabama,35.96,43.93
2012,Alabama,26.62,11.73
2012,Alabama,30.45,48.39
2012,Alabama,41.21,35.59
2012,Alabama,40.0,19.97
2012,Alabama,33.0,13.21
2012,Alabama,27.95,29.73
2011,Alabama,36.48,22.5
2012,Alabama,28.02,37.39
2012,Alabama,32.79,40.92
2012,Alabama,39.91,34.73
2012,Alabama,23.73,10.88
2011,Alabama,34.98,42.28
2012,Alabama,21.23,34.81
2011,Alabama,35.34,37.71
2011,Alabama,27.27,26.78
2011,Alabama,32.58,27.91
2011,Alabama,42.32,25.47
2012,Alabama,39.92,19.65
2011,Alabama,28.36,19.68
2011,Alabama,35.85,15.59
2011,Alabama,27.86,41.55
2011,Alabama,37.72,45.97
2011,Alabama,25.29,17.69
2011,Alabama,39.88,19.47
2012,Alabama,38.61,32.47
2011,Alabama,27.23,46.16
2011,Alabama,21.85,41.9
2012,Alabama,32.61,32.15
2011,Alabama,42.19,49.95
2011,Alabama,30.22,22.8
2011,Alabama,36.37,43.53
2011,Alabama,25.83,32.92
2012,Alabama,22.75,36.04
2011,Alabama,24.12,14.09
2012,Alabama,31.53,42.7
2012,Alabama,43.86,15.04
2012,Alabama,43.19,11.88
2012,Alabama,28.32,45.43
2011,Alabama,42.3,27.71
2012,Alabama,34.09,12.27
2011,Alabama,40.24,41.2
2012,Alabama,27.84,44.32
2012,Alabama,43.58,31.69
2012,Alabama,30.76,25.81
2011,Alabama,21.68,18.52
2012,Alabama,25.27,33.23
2011,Alabama,41.69,24.23
2012,Alabama,44.13,31.13
2012,Alabama,21.93,23.94
2011,Alabama,26.23,24.08
2012,Alabama,22.77,26.17
2012,Alabama,44.22,30.7
2011,Alabama,31.83,40.51
2012,Alabama,20.64,34.21
2012,Alabama,24.85,25.67
2012,Alabama,40.27,42.34
2011,Alabama,42.09,43.71
2012,Alabama,26.02,38.78
2011,Alabama,33.64,43.7
2012,Alabama,21.93,47.79
2011,Alabama,31.86,12.49
2011,Alabama,43.68,40.94
2012,Alabama,33.57,45.14
2011,Alabama,39.69,40.5
2011,Alabama,31.52,39.86
2011,Alabama,20.9,14.63
2011,Alabama,30.17,31.78
2012,Alabama,43.1,10.44
2011,Alabama,33.8,33.91
2011,Alabama,37.24,28.2
2012,Alabama,35.81,14.08
2011,Alabama,37.46,26.75
2012,Alabama,25.3,44.43
2012,Alabama,39.68,24.98
2011,Alabama,32.0,29.89
2012,Alabama,43.24,47.64
2011,Alabama,43.83,36.66
2011,Alabama,31.04,27.25
2011,Alabama,33.17,25.13
2011,Alabama,37.53,28.87
2012,Alabama,24.07,10.58
2011,Alabama,22.07,25.03
2011,Alabama,37.04,44.29
2012,Alabama,33.16,25.31
2012,Alabama,43.1,33.06
2011,Alabama,26.51,48.41
2012,Alabama,38.43,42.15
2011,Alabama,26.87,44.3
2012,Alabama,25.65,13.92
2011,Alabama,22.25,49.0
2012,Alabama,35.7,44.54
2012,Alabama,41.1,16.59
2011,Alabama,23.03,20.36
2011,Alabama,21.14,43.52
2011,Alabama,29.16,24.68
2011,Alabama,22.75,33.55
2011,Alabama,29.51,31.32
2011,Alabama,27.25,45.39
2012,Alabama,42.55,13.82
2012,Alabama,20.19,34.57
2011,Alabama,24.49,20.71
2011,Alabama,27.14,28.0
2012,Alabama,44.39,45.69
2012,Alabama,39.65,45.93
2012,Alabama,26.62,33.46
2011,Alabama,34.48,11.43
2011,Alabama,35.35,46.0
2012,Alabama,37.68,17.37
2011,Alabama,30.09,41.11
2011,Alabama,27.67,37.98
2011,Alabama,40.2,30.82
2011,Alabama,22.79,42.76
2012,Alabama,37.48,29.85
2012,Alabama,23.69,31.81
2012,Alabama,21.14,48.86
2012,Alabama,25.62,24.58
2012,Alabama,44.12,18.95
2012,Alabama,41.0,20.83
2011,Alabama,38.16,48.84
2012,Alabama,35.22,16.21
2011,Alabama,39.67,27.29
2012,Alabama,25.52,45.22
2012,Alabama,37.84,25.57
2011,Alabama,25.91,25.88
2011,Alabama,36.24,30.25
2011,Alabama,36.23,22.73
2012,Alabama,24.4,26.18
2011,Alabama,23.95,48.69
2012,Alabama,23.83,16.1
2012,Alabama,37.74,31.88
2011,Alabama,28.17,38.93
2011,Alabama,42.82,35.04
2012,Alabama,29.42,30.72
2012,Alabama,39.16,49.17
2012,Alabama,33.39,18.89
2012,Alabama,44.8,20.39
2012,Alabama,36.68,49.57
2012,Alabama,32.94,43.03
2012,Alabama,29.21,19.19
2012,Alabama,39.84,46.65
2012,Alabama,39.42,18.31
2012,Alabama,27.93,25.96
2011,Alabama,37.07,41.03
2012,Alabama,41.07,18.5
2012,Alabama,35.25,16.38
2011,Alabama,21.34,16.0
2011,Alabama,40.51,47.8
2012,Alabama,35.23,18.02
2012,Alabama,43.02,11.04
2011,Alabama,42.82,37.31
2012,Alabama,41.0,17.86
2011,Alabama,35.83,12.37
2011,Alabama,32.12,32.61
2012,Alabama,40.64,22.48
2012,Alabama,24.36,35.18
2012,Alabama,38.84,13.61
2011,Alabama,27.03,29.36
2011,Alabama,42.92,32.24
2012,Alabama,38.56,33.83
2012,Alabama,28.0,43.82
2011,Alabama,43.7,11.83
2011,Alabama,34.15,17.13
2012,Alabama,38.74,15.2
2011,Alabama,35.37,43.85
2012,Alabama,38.04,33.08
2011,Alabama,28.96,34.15
2012,Alabama,41.5,47.04
2011,Alabama,20.21,17.45
2011,Alabama,36.89,16.87
2012,Alabama,40.46,12.76
2012,Alabama,42.07,30.47
2011,Alabama,34.34,27.7
2012,Alabama,43.09,27.02
2011,Alabama,29.4,11.11
2012,Alabama,24.57,35.95
2011,Alabama,37.96,10.12
2012,Alabama,28.58,31.83
2012,Alabama,29.84,19.4
2012,Alabama,25.62,44.23
2011,Alabama,34.71,14.84
2011,Alabama,24.13,20.91
2012,Alabama,21.27,47.57
2011,Alabama,43.21,18.75
2011,Alabama,21.57,20.94
2011,Alabama,22.83,16.83
2012,Alabama,20.62,29.24
2012,Alabama,37.51,42.13
2011,Alabama,42.81,32.76
2012,Alabama,36.59,18.0
2011,Alabama,42.59,47.36
2012,Alabama,22.59,12.4
2011,Alabama,34.71,17.18
2011,Alabama,26.8,35.1
2012,Alabama,30.44,29.99
2011,Alabama,37.91,31.57
2012,Alabama,26.08,20.58
2012,Alabama,35.93,31.31
2011,Alabama,39.16,27.82
2011,Alabama,26.72,38.59
2012,Alabama,33.19,45.81
2012,Alabama,37.29,12.92
2011,Alabama,32.21,32.1
2011,Alabama,33.42,34.35
2012,Alabama,36.2,24.87
2011,Alabama,25.01,29.86
2012,Alabama,44.96,41.39
2012,Alabama,31.39,18.3
2012,Alabama,41.59,26.03
2012,Alabama,31.35,15.53
2011,Alabama,31.75,38.88
2012,Alabama,36.38,33.74
2012,Alabama,36.57,33.28
